Jurisdiction,AccountNumber,ClientProfile,HandleRange,Grouping,SpendAllocation,GlobalID,FB
USIN,4785693327,Retail C Grade,Medium Bettor,Control,0,4785693327,0
USIN,4866463168,General/New Client,Big Bettor,Control,0,4866463168,0
USIN,5129051915,Retail C Grade,Small Bettor,Control,0,5129051915,0
USIN,5137950400,General/New Client,Small Bettor,Control,0,5137950400,0
USIN,5141259863,Retail B Grade,Medium Bettor,Control,0,5141259863,0
USIN,5220216049,Retail C Grade,Small Bettor,Control,0,5220216049,0
USIN,5236171643,Retail A Grade,Small Bettor,Control,0,5236171643,0
USIN,5247351109,General/New Client,Medium Bettor,Control,0,5247351109,0
USIN,5286338492,Retail C Grade,Big Bettor,Control,0,5286338492,0
USIN,5306150722,Retail C Grade,Medium Bettor,Control,0,5306150722,0
USIN,5332720245,General/New Client,Medium Bettor,Control,0,5332720245,0
USIN,5376842260,Retail C Grade,Small Bettor,Control,0,5376842260,0
USIN,5496489519,General/New Client,Medium Bettor,Control,0,5496489519,0
USIN,5509594691,Retail C Grade,Medium Bettor,Control,0,5509594691,0
USIN,5511205445,Retail C Grade,Small Bettor,Control,0,5511205445,0
USIN,5655777076,General/New Client,Small Bettor,Control,0,5655777076,0
USIN,5681151376,Retail C Grade,Big Bettor,Control,0,5681151376,0
USIN,5732585543,Retail B Grade,Big Bettor,Control,0,5732585543,0
USIN,5758188474,Retail B Grade,Small Bettor,Control,0,5758188474,0
USIN,5818122156,General/New Client,Small Bettor,Control,0,5818122156,0
USIN,5876598985,Retail A Grade,Big Bettor,Control,0,5876598985,0
USIN,5877568332,Retail C Grade,Big Bettor,Control,0,5877568332,0
USIN,5911068331,Retail A Grade,Big Bettor,Control,0,5911068331,0
USIN,6170951110,Retail B Grade,Small Bettor,Control,0,6170951110,0
USIN,6196011856,General/New Client,Medium Bettor,Control,0,6196011856,0
USIN,6220696177,Retail C Grade,Medium Bettor,Control,0,6220696177,0
USIN,6221855360,Retail C Grade,Small Bettor,Control,0,6221855360,0
USIN,6231000447,Retail C Grade,Medium Bettor,Control,0,6231000447,0
USIN,6258415454,General/New Client,Small Bettor,Control,0,6258415454,0
USIN,6360236983,General/New Client,Small Bettor,Control,0,6360236983,0
USIN,6372440206,General/New Client,Small Bettor,Control,0,6372440206,0
USIN,6372505742,General/New Client,Small Bettor,Control,0,6372505742,0
USIN,6387795862,Retail A Grade,Big Bettor,Control,0,6387795862,0
USIN,6393778097,Retail B Grade,Big Bettor,Control,0,6393778097,0
USIN,6491288807,Retail B Grade,Small Bettor,Control,0,6491288807,0
USIN,6573626502,Retail C Grade,Medium Bettor,Control,0,6573626502,0
USIN,6637233211,Retail C Grade,Medium Bettor,Control,0,6637233211,0
USIN,6723757468,General/New Client,Small Bettor,Control,0,6723757468,0
USIN,6806853086,General/New Client,Big Bettor,Control,0,6806853086,0
USIN,6918109658,Retail C Grade,Medium Bettor,Control,0,6918109658,0
USIN,6926886011,General/New Client,Medium Bettor,Control,0,6926886011,0
USIN,6952334183,Retail C Grade,Small Bettor,Control,0,6952334183,0
USIN,6965592373,General/New Client,Medium Bettor,Control,0,6965592373,0
USIN,7024517223,Retail C Grade,Small Bettor,Control,0,7024517223,0
USIN,7051057627,General/New Client,Big Bettor,Control,0,7051057627,0
USIN,7054488341,Retail C Grade,Small Bettor,Control,0,7054488341,0
USIN,7167561789,Retail C Grade,Medium Bettor,Control,0,7167561789,0
USIN,7218961033,Retail C Grade,Big Bettor,Control,0,7218961033,0
USIN,7344145456,Retail C Grade,Small Bettor,Control,0,7344145456,0
USIN,7367849377,General/New Client,Medium Bettor,Control,0,7367849377,0
USIN,7374315051,Retail C Grade,Small Bettor,Control,0,7374315051,0
USIN,7387193404,Retail B Grade,Big Bettor,Control,0,7387193404,0
USIN,7396405869,Retail C Grade,Big Bettor,Control,0,7396405869,0
USIN,7414059764,Retail B Grade,Big Bettor,Control,0,7414059764,0
USIN,7420276590,Retail C Grade,Medium Bettor,Control,0,7420276590,0
USIN,7441420864,Retail A Grade,Big Bettor,Control,0,7441420864,0
USIN,7460563546,Retail C Grade,Big Bettor,Control,0,7460563546,0
USIN,7460928313,Retail B Grade,Big Bettor,Control,0,7460928313,0
USIN,7486083294,General/New Client,Big Bettor,Control,0,7486083294,0
USIN,7574914416,General/New Client,Small Bettor,Control,0,7574914416,0
USIN,7586439940,General/New Client,Medium Bettor,Control,0,7586439940,0
USIN,7607239658,Retail C Grade,Small Bettor,Control,0,7607239658,0
USIN,7702708785,Retail C Grade,Medium Bettor,Control,0,7702708785,0
USIN,7731354828,General/New Client,Big Bettor,Control,0,7731354828,0
USIN,7903103998,Retail C Grade,Medium Bettor,Control,0,7903103998,0
USIN,7969760605,General/New Client,Medium Bettor,Control,0,7969760605,0
USIN,8005117075,General/New Client,Medium Bettor,Control,0,8005117075,0
USIN,8014177185,General/New Client,Medium Bettor,Control,0,8014177185,0
USIN,8083027560,Retail C Grade,Medium Bettor,Control,0,8083027560,0
USIN,8173892791,Retail C Grade,Medium Bettor,Control,0,8173892791,0
USIN,8233855099,Retail C Grade,Big Bettor,Control,0,8233855099,0
USIN,8427287130,General/New Client,Medium Bettor,Control,0,8427287130,0
USIN,8457992398,Retail C Grade,Medium Bettor,Control,0,8457992398,0
USIN,8541820555,Retail C Grade,Big Bettor,Control,0,8541820555,0
USIN,8547281009,Retail C Grade,Big Bettor,Control,0,8547281009,0
USIN,8563054731,Retail C Grade,Small Bettor,Control,0,8563054731,0
USIN,8565793080,General/New Client,Small Bettor,Control,0,8565793080,0
USIN,8682436459,Retail C Grade,Medium Bettor,Control,0,8682436459,0
USIN,8690474861,General/New Client,Small Bettor,Control,0,8690474861,0
USIN,8697136879,Retail C Grade,Small Bettor,Control,0,8697136879,0
USIN,8721558222,Retail C Grade,Medium Bettor,Control,0,8721558222,0
USIN,8727414544,Retail B Grade,Big Bettor,Control,0,8727414544,0
USIN,8737035129,General/New Client,Big Bettor,Control,0,8737035129,0
USIN,8751218454,Retail B Grade,Big Bettor,Control,0,8751218454,0
USIN,9003431161,Retail A Grade,Big Bettor,Control,0,9003431161,0
USIN,9058762085,Retail C Grade,Big Bettor,Control,0,9058762085,0
USIN,9064545962,Retail A Grade,Small Bettor,Control,0,9064545962,0
USIN,9078257394,General/New Client,Small Bettor,Control,0,9078257394,0
USIN,9083765849,General/New Client,Small Bettor,Control,0,9083765849,0
USIN,9149760277,Retail C Grade,Small Bettor,Control,0,9149760277,0
USIN,9155264412,Retail C Grade,Medium Bettor,Control,0,9155264412,0
USIN,9254478290,Retail C Grade,Big Bettor,Control,0,9254478290,0
USIN,9285009174,Retail C Grade,Small Bettor,Control,0,9285009174,0
USIN,9358206069,Retail C Grade,Big Bettor,Control,0,9358206069,0
USIN,9371101376,Retail C Grade,Small Bettor,Control,0,9371101376,0
USIN,9414770048,Retail C Grade,Medium Bettor,Control,0,9414770048,0
USIN,9514367429,General/New Client,Big Bettor,Control,0,9514367429,0
USIN,9577306710,General/New Client,Big Bettor,Control,0,9577306710,0
USMI,1000680689,General/New Client,Big Bettor,Control,0,1000680689,0
USMI,1002293364,General/New Client,Medium Bettor,Control,0,1002293364,0
USMI,1043785082,Retail B Grade,Big Bettor,Control,0,1043785082,0
USMI,1053208151,General/New Client,Big Bettor,Control,0,1053208151,0
USMI,1053279884,General/New Client,Big Bettor,Control,0,1053279884,0
USMI,1058511859,Retail C Grade,Medium Bettor,Control,0,1058511859,0
USMI,1061558775,Retail C Grade,Big Bettor,Control,0,1061558775,0
USMI,1124821517,Retail C Grade,Medium Bettor,Control,0,1124821517,0
USMI,1249410522,Retail C Grade,Big Bettor,Control,0,1249410522,0
USMI,1269607923,General/New Client,Small Bettor,Control,0,1269607923,0
USMI,1330862217,General/New Client,Small Bettor,Control,0,1330862217,0
USMI,1341121574,General/New Client,Big Bettor,Control,0,1341121574,0
USMI,1360002859,Retail C Grade,Medium Bettor,Control,0,1360002859,0
USMI,1367455319,General/New Client,Medium Bettor,Control,0,1367455319,0
USMI,1406588821,Retail B Grade,Big Bettor,Control,0,1406588821,0
USMI,1424987808,Retail C Grade,Medium Bettor,Control,0,1424987808,0
USMI,1455781327,General/New Client,Medium Bettor,Control,0,1455781327,0
USMI,1499474366,Retail C Grade,Medium Bettor,Control,0,1499474366,0
USMI,1504499238,Retail C Grade,Small Bettor,Control,0,1504499238,0
USMI,1525269097,General/New Client,Small Bettor,Control,0,1525269097,0
USMI,1525603619,Retail B Grade,Small Bettor,Control,0,1525603619,0
USMI,1590575184,General/New Client,Big Bettor,Control,0,1590575184,0
USMI,1628088987,General/New Client,Medium Bettor,Control,0,1628088987,0
USMI,1629967436,General/New Client,Medium Bettor,Control,0,1629967436,0
USMI,1659734064,Retail B Grade,Big Bettor,Control,0,1659734064,0
USMI,1686167798,Retail C Grade,Small Bettor,Control,0,1686167798,0
USMI,1741173092,Retail B Grade,Big Bettor,Control,0,1741173092,0
USMI,1787611674,Retail C Grade,Big Bettor,Control,0,1787611674,0
USMI,1816146892,General/New Client,Medium Bettor,Control,0,1816146892,0
USMI,1822406758,Retail C Grade,Small Bettor,Control,0,1822406758,0
USMI,1833815794,Retail C Grade,Small Bettor,Control,0,1833815794,0
USMI,1865998936,Retail C Grade,Small Bettor,Control,0,1865998936,0
USMI,1923557654,Retail C Grade,Medium Bettor,Control,0,1923557654,0
USMI,1931447369,Retail C Grade,Small Bettor,Control,0,1931447369,0
USMI,1959960585,Retail C Grade,Small Bettor,Control,0,1959960585,0
USMI,2037543709,Retail C Grade,Medium Bettor,Control,0,2037543709,0
USMI,2055444697,General/New Client,Small Bettor,Control,0,2055444697,0
USMI,2166752786,Retail C Grade,Small Bettor,Control,0,2166752786,0
USMI,2170078158,General/New Client,Small Bettor,Control,0,2170078158,0
USMI,2201551342,Retail C Grade,Medium Bettor,Control,0,2201551342,0
USMI,2210325782,Retail C Grade,Medium Bettor,Control,0,2210325782,0
USMI,2239444005,Retail C Grade,Small Bettor,Control,0,2239444005,0
USMI,2259510152,Retail C Grade,Small Bettor,Control,0,2259510152,0
USMI,2325359183,Retail C Grade,Small Bettor,Control,0,2325359183,0
USMI,2345339772,General/New Client,Big Bettor,Control,0,2345339772,0
USMI,2360440453,Retail C Grade,Small Bettor,Control,0,2360440453,0
USMI,2385336690,Retail C Grade,Big Bettor,Control,0,2385336690,0
USMI,2408117346,Retail C Grade,Medium Bettor,Control,0,2408117346,0
USMI,2447734292,Retail C Grade,Small Bettor,Control,0,2447734292,0
USMI,2450919876,General/New Client,Small Bettor,Control,0,2450919876,0
USMI,2542920223,General/New Client,Small Bettor,Control,0,2542920223,0
USMI,2545090605,General/New Client,Big Bettor,Control,0,2545090605,0
USMI,2545837680,General/New Client,Small Bettor,Control,0,2545837680,0
USMI,2566292597,Retail C Grade,Medium Bettor,Control,0,2566292597,0
USMI,2603479401,Retail C Grade,Big Bettor,Control,0,2603479401,0
USMI,2645000647,Retail C Grade,Medium Bettor,Control,0,2645000647,0
USMI,2717624241,Retail C Grade,Small Bettor,Control,0,2717624241,0
USMI,2751382427,Retail C Grade,Small Bettor,Control,0,2751382427,0
USMI,2754513257,Retail C Grade,Medium Bettor,Control,0,2754513257,0
USMI,2762813294,General/New Client,Medium Bettor,Control,0,2762813294,0
USMI,2796407081,Retail A Grade,Big Bettor,Control,0,2796407081,0
USMI,2878043444,General/New Client,Small Bettor,Control,0,2878043444,0
USMI,2883340763,Retail C Grade,Small Bettor,Control,0,2883340763,0
USMI,2898245734,Retail C Grade,Big Bettor,Control,0,2898245734,0
USMI,2904604150,Retail C Grade,Small Bettor,Control,0,2904604150,0
USMI,2916803309,Retail C Grade,Medium Bettor,Control,0,2916803309,0
USMI,2960163688,Retail C Grade,Small Bettor,Control,0,2960163688,0
USMI,2980218168,Retail A Grade,Big Bettor,Control,0,2980218168,0
USMI,2986267429,Retail B Grade,Big Bettor,Control,0,2986267429,0
USMI,3016317247,General/New Client,Small Bettor,Control,0,3016317247,0
USMI,3030407896,Retail C Grade,Small Bettor,Control,0,3030407896,0
USMI,3081767455,Retail C Grade,Small Bettor,Control,0,3081767455,0
USMI,3082733804,Retail C Grade,Small Bettor,Control,0,3082733804,0
USMI,3133476802,Retail C Grade,Small Bettor,Control,0,3133476802,0
USMI,3157311998,Retail C Grade,Small Bettor,Control,0,3157311998,0
USMI,3160778495,Retail C Grade,Big Bettor,Control,0,3160778495,0
USMI,3174507500,Retail B Grade,Medium Bettor,Control,0,3174507500,0
USMI,3318066895,Retail B Grade,Big Bettor,Control,0,3318066895,0
USMI,3360254168,Retail C Grade,Medium Bettor,Control,0,3360254168,0
USMI,3361984349,Retail B Grade,Small Bettor,Control,0,3361984349,0
USMI,3379635914,General/New Client,Big Bettor,Control,0,3379635914,0
USMI,3388396794,General/New Client,Small Bettor,Control,0,3388396794,0
USMI,3406992755,General/New Client,Small Bettor,Control,0,3406992755,0
USMI,3412600670,General/New Client,Medium Bettor,Control,0,3412600670,0
USMI,3413474208,General/New Client,Medium Bettor,Control,0,3413474208,0
USMI,3465688042,General/New Client,Big Bettor,Control,0,3465688042,0
USMI,3528893916,General/New Client,Medium Bettor,Control,0,3528893916,0
USMI,3570373893,General/New Client,Medium Bettor,Control,0,3570373893,0
USMI,3579194889,General/New Client,Medium Bettor,Control,0,3579194889,0
USMI,3580348401,Retail C Grade,Small Bettor,Control,0,3580348401,0
USMI,3588302231,Retail C Grade,Medium Bettor,Control,0,3588302231,0
USMI,3605595397,General/New Client,Medium Bettor,Control,0,3605595397,0
USMI,3614842210,Retail B Grade,Big Bettor,Control,0,3614842210,0
USMI,3629788696,Retail A Grade,Small Bettor,Control,0,3629788696,0
USMI,3630241407,General/New Client,Small Bettor,Control,0,3630241407,0
USMI,3632727215,General/New Client,Big Bettor,Control,0,3632727215,0
USMI,3670070106,General/New Client,Small Bettor,Control,0,3670070106,0
USMI,3689352737,Retail C Grade,Medium Bettor,Control,0,3689352737,0
USMI,3702608870,Retail C Grade,Big Bettor,Control,0,3702608870,0
USMI,3704290152,Retail C Grade,Small Bettor,Control,0,3704290152,0
USMI,3704355688,General/New Client,Small Bettor,Control,0,3704355688,0
USMI,3758163516,General/New Client,Small Bettor,Control,0,3758163516,0
USMI,3822380536,Retail C Grade,Big Bettor,Control,0,3822380536,0
USMI,3860320500,Retail C Grade,Big Bettor,Control,0,3860320500,0
USMI,3867903890,General/New Client,Big Bettor,Control,0,3867903890,0
USMI,3958152104,Retail C Grade,Small Bettor,Control,0,3958152104,0
USMI,4003784640,General/New Client,Big Bettor,Control,0,4003784640,0
USMI,4057362399,Retail A Grade,Big Bettor,Control,0,4057362399,0
USMI,4088830264,Retail C Grade,Big Bettor,Control,0,4088830264,0
USMI,4105293918,Retail A Grade,Big Bettor,Control,0,4105293918,0
USMI,4177645962,General/New Client,Medium Bettor,Control,0,4177645962,0
USMI,4226129884,Retail B Grade,Big Bettor,Control,0,4226129884,0
USMI,4253334519,Retail C Grade,Medium Bettor,Control,0,4253334519,0
USMI,4258299732,Retail C Grade,Medium Bettor,Control,0,4258299732,0
USMI,4260639863,General/New Client,Small Bettor,Control,0,4260639863,0
USMI,4269565944,General/New Client,Big Bettor,Control,0,4269565944,0
USMI,4300327894,Retail C Grade,Medium Bettor,Control,0,4300327894,0
USMI,4306956062,Retail C Grade,Medium Bettor,Control,0,4306956062,0
USMI,4325870119,Retail C Grade,Small Bettor,Control,0,4325870119,0
USMI,4329611146,General/New Client,Medium Bettor,Control,0,4329611146,0
USMI,4350766298,Retail B Grade,Small Bettor,Control,0,4350766298,0
USMI,4353070880,Retail C Grade,Small Bettor,Control,0,4353070880,0
USMI,4363782827,General/New Client,Medium Bettor,Control,0,4363782827,0
USMI,4380086453,General/New Client,Medium Bettor,Control,0,4380086453,0
USMI,4492289203,General/New Client,Medium Bettor,Control,0,4492289203,0
USMI,4492354739,General/New Client,Big Bettor,Control,0,4492354739,0
USMI,4552756456,Retail C Grade,Medium Bettor,Control,0,4552756456,0
USMI,4598586030,General/New Client,Big Bettor,Control,0,4598586030,0
USMI,4626513233,Retail C Grade,Big Bettor,Control,0,4626513233,0
USMI,4714296305,Retail C Grade,Small Bettor,Control,0,4714296305,0
USMI,4717474831,General/New Client,Small Bettor,Control,0,4717474831,0
USMI,4734183739,Retail C Grade,Small Bettor,Control,0,4734183739,0
USMI,4760325016,General/New Client,Medium Bettor,Control,0,4760325016,0
USMI,4766474552,Retail C Grade,Big Bettor,Control,0,4766474552,0
USMI,4784813488,Retail C Grade,Small Bettor,Control,0,4784813488,0
USMI,4794597338,Retail C Grade,Big Bettor,Control,0,4794597338,0
USMI,4802125004,General/New Client,Big Bettor,Control,0,4802125004,0
USMI,4844527694,General/New Client,Small Bettor,Control,0,4844527694,0
USMI,4863286279,General/New Client,Medium Bettor,Control,0,4863286279,0
USMI,4871023602,Retail C Grade,Medium Bettor,Control,0,4871023602,0
USMI,4989834819,Retail B Grade,Small Bettor,Control,0,4989834819,0
USMI,4990523394,General/New Client,Big Bettor,Control,0,4990523394,0
USMI,5006592457,General/New Client,Small Bettor,Control,0,5006592457,0
USMI,5029079105,General/New Client,Big Bettor,Control,0,5029079105,0
USMI,5034439646,Retail C Grade,Medium Bettor,Control,0,5034439646,0
USMI,5061905559,General/New Client,Big Bettor,Control,0,5061905559,0
USMI,5098660714,Retail C Grade,Big Bettor,Control,0,5098660714,0
USMI,5104937935,General/New Client,Medium Bettor,Control,0,5104937935,0
USMI,5136387520,Retail C Grade,Small Bettor,Control,0,5136387520,0
USMI,5146453306,Retail C Grade,Big Bettor,Control,0,5146453306,0
USMI,5193646085,General/New Client,Big Bettor,Control,0,5193646085,0
USMI,5206965678,General/New Client,Big Bettor,Control,0,5206965678,0
USMI,5247586420,Retail C Grade,Small Bettor,Control,0,5247586420,0
USMI,5248460542,Retail B Grade,Small Bettor,Control,0,5248460542,0
USMI,5325760630,General/New Client,Small Bettor,Control,0,5325760630,0
USMI,5338243017,Retail C Grade,Big Bettor,Control,0,5338243017,0
USMI,5341609610,Retail C Grade,Small Bettor,Control,0,5341609610,0
USMI,5341617980,Retail B Grade,Medium Bettor,Control,0,5341617980,0
USMI,5360704990,Retail A Grade,Big Bettor,Control,0,5360704990,0
USMI,5370199441,Retail C Grade,Big Bettor,Control,0,5370199441,0
USMI,5430662437,General/New Client,Small Bettor,Control,0,5430662437,0
USMI,5454183346,Retail C Grade,Small Bettor,Control,0,5454183346,0
USMI,5499384520,Retail C Grade,Small Bettor,Control,0,5499384520,0
USMI,5503443800,Retail C Grade,Small Bettor,Control,0,5503443800,0
USMI,5507977528,Retail C Grade,Big Bettor,Control,0,5507977528,0
USMI,5513990476,General/New Client,Small Bettor,Control,0,5513990476,0
USMI,5542737420,General/New Client,Big Bettor,Control,0,5542737420,0
USMI,5574851617,General/New Client,Small Bettor,Control,0,5574851617,0
USMI,5578923630,Retail C Grade,Small Bettor,Control,0,5578923630,0
USMI,5582045963,Retail C Grade,Big Bettor,Control,0,5582045963,0
USMI,5629821657,General/New Client,Medium Bettor,Control,0,5629821657,0
USMI,5683490386,General/New Client,Big Bettor,Control,0,5683490386,0
USMI,5753457889,Retail C Grade,Big Bettor,Control,0,5753457889,0
USMI,5755990006,Retail C Grade,Medium Bettor,Control,0,5755990006,0
USMI,5800039091,Retail C Grade,Big Bettor,Control,0,5800039091,0
USMI,5870791483,General/New Client,Medium Bettor,Control,0,5870791483,0
USMI,5901986880,General/New Client,Big Bettor,Control,0,5901986880,0
USMI,5935866281,General/New Client,Small Bettor,Control,0,5935866281,0
USMI,5945511407,General/New Client,Medium Bettor,Control,0,5945511407,0
USMI,5991718949,Retail A Grade,Big Bettor,Control,0,5991718949,0
USMI,6035495884,Retail C Grade,Medium Bettor,Control,0,6035495884,0
USMI,6089173274,Retail C Grade,Big Bettor,Control,0,6089173274,0
USMI,6231778156,Retail B Grade,Big Bettor,Control,0,6231778156,0
USMI,6297174307,Retail C Grade,Small Bettor,Control,0,6297174307,0
USMI,6355602651,General/New Client,Medium Bettor,Control,0,6355602651,0
USMI,6377295809,Retail C Grade,Medium Bettor,Control,0,6377295809,0
USMI,6394347386,Retail C Grade,Medium Bettor,Control,0,6394347386,0
USMI,6415408649,Retail C Grade,Small Bettor,Control,0,6415408649,0
USMI,6463762090,Retail C Grade,Small Bettor,Control,0,6463762090,0
USMI,6476698875,Retail C Grade,Medium Bettor,Control,0,6476698875,0
USMI,6493397505,General/New Client,Big Bettor,Control,0,6493397505,0
USMI,6519480868,General/New Client,Medium Bettor,Control,0,6519480868,0
USMI,6565506067,General/New Client,Small Bettor,Control,0,6565506067,0
USMI,6572284576,General/New Client,Medium Bettor,Control,0,6572284576,0
USMI,6611843001,General/New Client,Small Bettor,Control,0,6611843001,0
USMI,6694863796,Retail C Grade,Big Bettor,Control,0,6694863796,0
USMI,6730822610,General/New Client,Small Bettor,Control,0,6730822610,0
USMI,6736608705,Retail C Grade,Small Bettor,Control,0,6736608705,0
USMI,6751892633,Retail C Grade,Small Bettor,Control,0,6751892633,0
USMI,6788131509,General/New Client,Medium Bettor,Control,0,6788131509,0
USMI,6796553292,General/New Client,Big Bettor,Control,0,6796553292,0
USMI,6854248189,General/New Client,Small Bettor,Control,0,6854248189,0
USMI,6859440914,General/New Client,Small Bettor,Control,0,6859440914,0
USMI,6888174618,General/New Client,Big Bettor,Control,0,6888174618,0
USMI,6892876105,Retail A Grade,Big Bettor,Control,0,6892876105,0
USMI,6925491639,General/New Client,Big Bettor,Control,0,6925491639,0
USMI,6967407754,General/New Client,Small Bettor,Control,0,6967407754,0
USMI,6974936962,General/New Client,Big Bettor,Control,0,6974936962,0
USMI,7000165306,General/New Client,Medium Bettor,Control,0,7000165306,0
USMI,7046179032,General/New Client,Big Bettor,Control,0,7046179032,0
USMI,7088577844,Retail C Grade,Big Bettor,Control,0,7088577844,0
USMI,7093281893,Retail C Grade,Big Bettor,Control,0,7093281893,0
USMI,7119747160,General/New Client,Big Bettor,Control,0,7119747160,0
USMI,7147502714,Retail B Grade,Big Bettor,Control,0,7147502714,0
USMI,7150548041,Retail C Grade,Small Bettor,Control,0,7150548041,0
USMI,7158967724,Retail B Grade,Big Bettor,Control,0,7158967724,0
USMI,7208539862,Retail C Grade,Small Bettor,Control,0,7208539862,0
USMI,7211810186,General/New Client,Small Bettor,Control,0,7211810186,0
USMI,7298485682,General/New Client,Small Bettor,Control,0,7298485682,0
USMI,7318396283,Retail B Grade,Big Bettor,Control,0,7318396283,0
USMI,7329789590,General/New Client,Small Bettor,Control,0,7329789590,0
USMI,7359879865,General/New Client,Medium Bettor,Control,0,7359879865,0
USMI,7369675098,Retail C Grade,Small Bettor,Control,0,7369675098,0
USMI,7415984694,Retail B Grade,Big Bettor,Control,0,7415984694,0
USMI,7443117846,General/New Client,Big Bettor,Control,0,7443117846,0
USMI,7456042989,Retail C Grade,Small Bettor,Control,0,7456042989,0
USMI,7463812300,General/New Client,Medium Bettor,Control,0,7463812300,0
USMI,7558757600,Retail C Grade,Small Bettor,Control,0,7558757600,0
USMI,7588246846,General/New Client,Small Bettor,Control,0,7588246846,0
USMI,7643286568,Retail C Grade,Small Bettor,Control,0,7643286568,0
USMI,7697710990,Retail C Grade,Medium Bettor,Control,0,7697710990,0
USMI,7702896416,General/New Client,Big Bettor,Control,0,7702896416,0
USMI,7705875011,General/New Client,Medium Bettor,Control,0,7705875011,0
USMI,7709512859,Retail B Grade,Medium Bettor,Control,0,7709512859,0
USMI,7733786496,General/New Client,Medium Bettor,Control,0,7733786496,0
USMI,7747818460,General/New Client,Small Bettor,Control,0,7747818460,0
USMI,7770882255,Retail C Grade,Small Bettor,Control,0,7770882255,0
USMI,7777195628,Retail C Grade,Medium Bettor,Control,0,7777195628,0
USMI,7807653460,General/New Client,Big Bettor,Control,0,7807653460,0
USMI,7918826304,Retail C Grade,Medium Bettor,Control,0,7918826304,0
USMI,7932948593,General/New Client,Small Bettor,Control,0,7932948593,0
USMI,7942907155,Retail A Grade,Big Bettor,Control,0,7942907155,0
USMI,8035268696,Retail C Grade,Small Bettor,Control,0,8035268696,0
USMI,8101464559,General/New Client,Big Bettor,Control,0,8101464559,0
USMI,8107690631,Retail A Grade,Big Bettor,Control,0,8107690631,0
USMI,8120215516,General/New Client,Medium Bettor,Control,0,8120215516,0
USMI,8164955148,Retail B Grade,Big Bettor,Control,0,8164955148,0
USMI,8259514164,General/New Client,Medium Bettor,Control,0,8259514164,0
USMI,8269875484,Retail C Grade,Small Bettor,Control,0,8269875484,0
USMI,8294612306,Retail C Grade,Big Bettor,Control,0,8294612306,0
USMI,8312542233,Retail C Grade,Medium Bettor,Control,0,8312542233,0
USMI,8363680041,General/New Client,Small Bettor,Control,0,8363680041,0
USMI,8376736314,Retail C Grade,Small Bettor,Control,0,8376736314,0
USMI,8389169737,Retail C Grade,Small Bettor,Control,0,8389169737,0
USMI,8390867562,General/New Client,Big Bettor,Control,0,8390867562,0
USMI,8500058787,Retail C Grade,Big Bettor,Control,0,8500058787,0
USMI,8536046884,Retail C Grade,Small Bettor,Control,0,8536046884,0
USMI,8569803514,Retail C Grade,Medium Bettor,Control,0,8569803514,0
USMI,8572619278,Retail C Grade,Small Bettor,Control,0,8572619278,0
USMI,8572889739,Retail A Grade,Big Bettor,Control,0,8572889739,0
USMI,8604425254,Retail C Grade,Big Bettor,Control,0,8604425254,0
USMI,8615503482,Retail C Grade,Small Bettor,Control,0,8615503482,0
USMI,8627101962,Retail C Grade,Big Bettor,Control,0,8627101962,0
USMI,8629060495,General/New Client,Medium Bettor,Control,0,8629060495,0
USMI,8629899655,General/New Client,Big Bettor,Control,0,8629899655,0
USMI,8659528855,Retail C Grade,Big Bettor,Control,0,8659528855,0
USMI,8701410029,General/New Client,Medium Bettor,Control,0,8701410029,0
USMI,8704153137,General/New Client,Medium Bettor,Control,0,8704153137,0
USMI,8735766639,Retail A Grade,Big Bettor,Control,0,8735766639,0
USMI,8804645481,General/New Client,Medium Bettor,Control,0,8804645481,0
USMI,8891096755,Retail B Grade,Big Bettor,Control,0,8891096755,0
USMI,8893858878,Retail B Grade,Big Bettor,Control,0,8893858878,0
USMI,8897435996,Retail B Grade,Small Bettor,Control,0,8897435996,0
USMI,8911710860,Retail C Grade,Medium Bettor,Control,0,8911710860,0
USMI,8922542633,Retail B Grade,Medium Bettor,Control,0,8922542633,0
USMI,8930365358,Retail C Grade,Big Bettor,Control,0,8930365358,0
USMI,8935188918,Retail A Grade,Small Bettor,Control,0,8935188918,0
USMI,8961277438,General/New Client,Small Bettor,Control,0,8961277438,0
USMI,8978146129,Retail B Grade,Small Bettor,Control,0,8978146129,0
USMI,8988717294,General/New Client,Small Bettor,Control,0,8988717294,0
USMI,9011979479,Retail A Grade,Big Bettor,Control,0,9011979479,0
USMI,9061976050,Retail C Grade,Big Bettor,Control,0,9061976050,0
USMI,9077607341,Retail C Grade,Medium Bettor,Control,0,9077607341,0
USMI,9116564050,General/New Client,Small Bettor,Control,0,9116564050,0
USMI,9141910910,General/New Client,Medium Bettor,Control,0,9141910910,0
USMI,9183287116,Retail C Grade,Small Bettor,Control,0,9183287116,0
USMI,9214925360,Retail C Grade,Small Bettor,Control,0,9214925360,0
USMI,9284141868,Retail C Grade,Medium Bettor,Control,0,9284141868,0
USMI,9315139329,Retail A Grade,Big Bettor,Control,0,9315139329,0
USMI,9347561000,General/New Client,Small Bettor,Control,0,9347561000,0
USMI,9366214195,General/New Client,Big Bettor,Control,0,9366214195,0
USMI,9403637547,Retail C Grade,Big Bettor,Control,0,9403637547,0
USMI,9411013299,Retail C Grade,Medium Bettor,Control,0,9411013299,0
USMI,9488664615,Retail C Grade,Small Bettor,Control,0,9488664615,0
